time,value
2025-02-11T08:59:24.197147333Z,0
2025-02-11T09:31:28.305655585Z,-0.076416015625
2025-02-11T09:31:29.306260462Z,-0.0750732421875
2025-02-11T09:31:32.784948783Z,-0.07373046875
2025-02-11T09:31:32.786169354Z,-0.06689453125
2025-02-11T09:31:32.787353659Z,-0.07177734375
2025-02-11T09:31:33.596103211Z,-0.07275390625
2025-02-11T09:31:34.846306739Z,-0.072509765625
2025-02-11T09:31:36.885501497Z,-0.06982421875
2025-02-11T09:31:36.886773665Z,-0.0728759765625
2025-02-11T09:31:40.385428767Z,-0.0712890625
2025-02-11T09:31:40.386727268Z,-0.0716552734375
2025-02-11T09:31:40.38836486Z,-0.074951171875
2025-02-11T09:31:40.766335199Z,-0.0682373046875
2025-02-11T09:31:43.245058918Z,-0.071044921875
2025-02-11T09:31:43.246522007Z,-0.07373046875
2025-02-11T09:31:46.925242958Z,-0.069580078125
2025-02-11T09:31:46.926729166Z,-0.0731201171875
2025-02-11T09:31:46.928314705Z,-0.0733642578125
2025-02-11T09:31:47.315935155Z,-0.074951171875
2025-02-11T09:31:49.365446194Z,-0.0755615234375
2025-02-11T09:31:49.366714808Z,-0.073486328125
2025-02-11T09:31:51.006421964Z,-0.0645751953125
2025-02-11T09:31:51.676988444Z,-0.0723876953125
2025-02-11T09:31:53.316501652Z,-0.07275390625
2025-02-11T09:31:53.913231106Z,-0.0751953125
2025-02-11T09:31:55.105185594Z,-0.0709228515625
2025-02-11T09:31:56.336087386Z,-0.072265625
2025-02-11T09:31:58.385302967Z,-0.072021484375
2025-02-11T09:31:58.386530035Z,-0.069091796875
2025-02-11T09:32:01.877183777Z,-0.071533203125
2025-02-11T09:32:01.878738986Z,-0.07177734375
2025-02-11T09:32:01.88023237Z,-0.070068359375
2025-02-11T09:32:02.486140337Z,-0.0704345703125
2025-02-11T09:32:06.005172427Z,-0.0731201171875
2025-02-11T09:32:06.006380553Z,-0.06982421875
2025-02-11T09:32:06.007746522Z,-0.0748291015625
2025-02-11T09:32:09.506089169Z,-0.074951171875
2025-02-11T09:32:09.508315927Z,-0.073486328125
2025-02-11T09:32:09.510309978Z,-0.06982421875
2025-02-11T09:32:09.836520556Z,-0.0718994140625
2025-02-11T09:32:11.344353022Z,-0.07373046875
2025-02-11T09:32:12.52561262Z,-0.0740966796875
2025-02-11T09:32:15.786359049Z,-0.0703125
2025-02-11T09:32:15.7880176Z,-0.0748291015625
2025-02-11T09:32:15.78986442Z,-0.0887451171875
2025-02-11T09:32:18.246180551Z,-0.0933837890625
2025-02-11T09:32:18.247819968Z,-0.09716796875
