time,value
2025-02-11T08:59:24.197147333Z,0
2025-02-11T09:31:28.305655585Z,1.0211181640625
2025-02-11T09:31:29.306260462Z,1.0201416015625
2025-02-11T09:31:32.784948783Z,1.0189208984375
2025-02-11T09:31:32.786169354Z,1.0203857421875
2025-02-11T09:31:32.787353659Z,1.021484375
2025-02-11T09:31:33.596103211Z,1.0181884765625
2025-02-11T09:31:34.846306739Z,1.0196533203125
2025-02-11T09:31:36.885501497Z,1.020751953125
2025-02-11T09:31:36.886773665Z,1.02099609375
2025-02-11T09:31:40.385428767Z,1.02001953125
2025-02-11T09:31:40.386727268Z,1.0205078125
2025-02-11T09:31:40.38836486Z,1.0198974609375
2025-02-11T09:31:40.766335199Z,1.0184326171875
2025-02-11T09:31:43.245058918Z,1.0177001953125
2025-02-11T09:31:43.246522007Z,1.01953125
2025-02-11T09:31:46.925242958Z,1.0191650390625
2025-02-11T09:31:46.926729166Z,1.021484375
2025-02-11T09:31:46.928314705Z,1.022216796875
2025-02-11T09:31:47.315935155Z,1.0205078125
2025-02-11T09:31:49.365446194Z,1.020263671875
2025-02-11T09:31:49.366714808Z,1.019287109375
2025-02-11T09:31:51.006421964Z,1.0206298828125
2025-02-11T09:31:51.676988444Z,1.019775390625
2025-02-11T09:31:53.316501652Z,1.01953125
2025-02-11T09:31:53.913231106Z,1.0230712890625
2025-02-11T09:31:55.105185594Z,1.020751953125
2025-02-11T09:31:56.336087386Z,1.021484375
2025-02-11T09:31:58.385302967Z,1.0186767578125
2025-02-11T09:31:58.386530035Z,1.002197265625
2025-02-11T09:32:01.877183777Z,1.0203857421875
2025-02-11T09:32:01.878738986Z,1.018798828125
2025-02-11T09:32:01.88023237Z,1.018310546875
2025-02-11T09:32:02.486140337Z,1.0164794921875
2025-02-11T09:32:06.005172427Z,1.0185546875
2025-02-11T09:32:06.006380553Z,1.0245361328125
2025-02-11T09:32:06.007746522Z,1.019287109375
2025-02-11T09:32:09.506089169Z,1.01708984375
2025-02-11T09:32:09.508315927Z,1.0205078125
2025-02-11T09:32:09.510309978Z,1.0184326171875
2025-02-11T09:32:09.836520556Z,1.0189208984375
2025-02-11T09:32:11.344353022Z,1.018310546875
2025-02-11T09:32:12.52561262Z,1.0157470703125
2025-02-11T09:32:15.786359049Z,1.0177001953125
2025-02-11T09:32:15.7880176Z,1.0125732421875
2025-02-11T09:32:15.78986442Z,1.0198974609375
2025-02-11T09:32:18.246180551Z,1.0145263671875
2025-02-11T09:32:18.247819968Z,1.01611328125
2025-02-11T09:32:18.638968785Z,1.0167236328125
2025-02-11T09:32:21.937287928Z,1.0115966796875
2025-02-11T09:32:21.938923312Z,1.0123291015625
2025-02-11T09:32:21.940596562Z,1.0126953125
2025-02-11T09:32:23.293279348Z,1.0123291015625
2025-02-11T09:32:23.785689621Z,1.0208740234375
2025-02-11T09:32:26.84541495Z,1.0184326171875
2025-02-11T09:32:26.846840564Z,1.0299072265625
2025-02-11T09:32:27.485264331Z,1.0135498046875
2025-02-11T09:32:30.356216953Z,1.0152587890625
2025-02-11T09:32:30.357536093Z,1.0146484375
2025-02-11T09:32:30.358862492Z,1.014404296875
2025-02-11T09:32:33.821209397Z,1.0162353515625
2025-02-11T09:32:33.822547854Z,1.01708984375
2025-02-11T09:32:33.823898849Z,1.014892578125
2025-02-11T09:32:37.325303882Z,1.0159912109375
2025-02-11T09:32:37.327140044Z,1.015869140625
2025-02-11T09:32:37.328684335Z,1.0159912109375
2025-02-11T09:32:40.165918625Z,1.01611328125
2025-02-11T09:32:40.167812099Z,1.0155029296875
2025-02-11T09:32:40.169827846Z,1.0147705078125
2025-02-11T09:32:43.457214807Z,1.0137939453125
2025-02-11T09:32:43.458624709Z,1.013916015625
2025-02-11T09:32:43.460192805Z,1.012939453125
2025-02-11T09:32:44.666024413Z,1.017333984375
2025-02-11T09:32:45.886528923Z,1.015625
2025-02-11T09:32:48.765430312Z,1.01611328125
2025-02-11T09:32:48.766943388Z,1.0135498046875
2025-02-11T09:32:48.768455475Z,1.015625
2025-02-11T09:32:51.837306167Z,1.015869140625
2025-02-11T09:32:51.838816121Z,1.0155029296875
2025-02-11T09:32:51.840323101Z,1.015625
2025-02-11T09:32:53.676721767Z,1.0177001953125
2025-02-11T09:32:54.305421094Z,1.0164794921875
2025-02-11T09:32:56.577061245Z,1.0159912109375
2025-02-11T09:32:56.578457148Z,1.0155029296875
2025-02-11T09:32:57.156364495Z,1.0155029296875
2025-02-11T09:32:59.425415348Z,1.016357421875
2025-02-11T09:32:59.426887117Z,1.0145263671875
2025-02-11T09:33:02.393184207Z,1.014892578125
2025-02-11T09:33:02.395265365Z,1.015625
2025-02-11T09:33:02.916708911Z,1.013916015625
2025-02-11T09:33:05.565365158Z,1.0169677734375
2025-02-11T09:33:05.566959368Z,1.01416015625
2025-02-11T09:33:05.956076638Z,1.0167236328125
2025-02-11T09:33:09.465277272Z,1.0103759765625
2025-02-11T09:33:09.466785492Z,1.014404296875
2025-02-11T09:33:09.468215709Z,1.0135498046875
2025-02-11T09:33:10.06721725Z,1.0152587890625
2025-02-11T09:33:12.515889368Z,1.015625
2025-02-11T09:33:12.517282895Z,1.015380859375
2025-02-11T09:33:15.405377611Z,1.0150146484375
2025-02-11T09:33:15.406825652Z,1.0135498046875
2025-02-11T09:33:15.805111473Z,1.0128173828125
2025-02-11T09:33:16.615906513Z,1.0135498046875
2025-02-11T09:33:18.064578132Z,1.0133056640625
2025-02-11T09:33:18.665411489Z,1.0164794921875
2025-02-11T09:33:20.096494011Z,1.0118408203125
2025-02-11T09:33:22.357977025Z,1.013916015625
2025-02-11T09:33:22.359551474Z,1.0142822265625
2025-02-11T09:33:25.445441464Z,1.021240234375
2025-02-11T09:33:25.446839992Z,1.0140380859375
2025-02-11T09:33:25.448318787Z,1.0130615234375
2025-02-11T09:33:28.957832889Z,1.0145263671875
2025-02-11T09:33:28.960027473Z,1.0142822265625
2025-02-11T09:33:28.96211609Z,1.0146484375
2025-02-11T09:33:32.405188512Z,1.007080078125
2025-02-11T09:33:32.406678401Z,1.0169677734375
2025-02-11T09:33:32.408309613Z,1.0126953125
2025-02-11T09:33:32.787583763Z,1.0140380859375
2025-02-11T09:33:34.957832883Z,1.015869140625
2025-02-11T09:33:34.959572129Z,1.012939453125
2025-02-11T09:33:37.957350849Z,1.01171875
2025-02-11T09:33:37.958887946Z,1.013427734375
2025-02-11T09:33:38.646854533Z,1.015625
2025-02-11T09:33:40.986384195Z,1.0947265625
2025-02-11T09:33:40.988214214Z,1.0166015625
2025-02-11T09:33:41.396069252Z,1.0157470703125
2025-02-11T09:33:44.265040972Z,1.01708984375
2025-02-11T09:33:44.266418697Z,1.0216064453125
2025-02-11T09:33:44.976313631Z,1.01953125
2025-02-11T09:33:45.696481716Z,1.010986328125
2025-02-11T09:33:48.825337553Z,1.008544921875
2025-02-11T09:33:48.826922896Z,1.0113525390625
2025-02-11T09:33:48.828418137Z,1.01171875
2025-02-11T09:33:52.245308822Z,1.0125732421875
2025-02-11T09:33:52.247433632Z,1.0113525390625
2025-02-11T09:33:52.249552573Z,1.0115966796875
2025-02-11T09:33:55.538310141Z,1.0098876953125
2025-02-11T09:33:55.540286691Z,1.013427734375
2025-02-11T09:33:55.542168933Z,1.01318359375
2025-02-11T09:33:58.413209503Z,1.011962890625
2025-02-11T09:33:58.414736224Z,1.0120849609375
2025-02-11T09:33:59.013455137Z,1.0133056640625
2025-02-11T09:34:01.273417267Z,1.011962890625
2025-02-11T09:34:01.274786264Z,1.0108642578125
2025-02-11T09:34:01.884317728Z,1.0125732421875
2025-02-11T09:34:04.357269506Z,1.01220703125
2025-02-11T09:34:04.359260968Z,1.015380859375
2025-02-11T09:34:07.816162566Z,1.010009765625
2025-02-11T09:34:07.817527502Z,1.0115966796875
2025-02-11T09:34:07.818970409Z,0.966796875
2025-02-11T09:34:08.236448868Z,1.0098876953125
2025-02-11T09:34:09.665155806Z,1.0020751953125
2025-02-11T09:34:10.509370039Z,1.0023193359375
2025-02-11T09:34:13.385369803Z,1.0030517578125
2025-02-11T09:34:13.387271584Z,1.0047607421875
2025-02-11T09:34:13.96514646Z,1.0032958984375
2025-02-11T09:34:16.825190283Z,1.00244140625
2025-02-11T09:34:16.827346679Z,1.0013427734375
2025-02-11T09:34:16.829206965Z,0.9949951171875
2025-02-11T09:34:17.856994885Z,1.00146484375
2025-02-11T09:34:21.345172373Z,1.0028076171875
2025-02-11T09:34:21.346704923Z,1.001220703125
2025-02-11T09:34:21.348245827Z,1.0013427734375
2025-02-11T09:34:22.555882335Z,1.0025634765625
2025-02-11T09:34:23.222045054Z,1.00048828125
2025-02-11T09:34:24.832112996Z,1.0018310546875
2025-02-11T09:34:27.274300252Z,0.9945068359375
2025-02-11T09:34:27.27563246Z,1.007080078125
2025-02-11T09:45:05.52773738Z,1.01171875
2025-02-11T09:45:05.985998855Z,1.0125732421875
2025-02-11T09:45:07.157698348Z,1.0128173828125
2025-02-11T09:45:08.988569775Z,1.0152587890625
2025-02-11T09:45:09.426837047Z,1.01220703125
2025-02-11T09:45:10.47790048Z,1.013671875
2025-02-11T09:45:11.657881314Z,1.014892578125
2025-02-11T09:45:12.678084688Z,1.0152587890625
2025-02-11T09:45:13.918825064Z,1.014892578125
2025-02-11T09:45:14.827693382Z,1.013427734375
2025-02-11T09:45:16.07745007Z,1.0159912109375
2025-02-11T09:45:17.19773855Z,1.0133056640625
2025-02-11T09:45:18.008601725Z,1.0133056640625
2025-02-11T09:45:19.026182381Z,1.013427734375
2025-02-11T09:45:20.457811647Z,1.0125732421875
2025-02-11T09:45:21.205696805Z,1.01171875
2025-02-11T09:45:22.327858892Z,1.016357421875
2025-02-11T09:45:23.527730286Z,1.0069580078125
2025-02-11T09:45:24.158134544Z,1.0142822265625
2025-02-11T09:45:25.815916184Z,1.0125732421875
2025-02-11T09:45:26.807954941Z,1.0150146484375
2025-02-11T09:45:27.62797175Z,1.012939453125
2025-02-11T09:45:29.067862218Z,1.013427734375
2025-02-11T09:45:29.468463098Z,1.1043701171875
2025-02-11T09:45:30.90736599Z,1.01953125
2025-02-11T09:45:32.177679297Z,1.0196533203125
2025-02-11T09:45:32.969941612Z,1.020751953125
2025-02-11T09:45:34.197977512Z,1.0198974609375
2025-02-11T09:45:35.41792201Z,1.0203857421875
2025-02-11T09:45:36.026287943Z,0.9700927734375
2025-02-11T09:45:37.478046922Z,1.0194091796875
2025-02-11T09:45:38.677828245Z,1.0159912109375
2025-02-11T09:45:39.314052799Z,1.0213623046875
2025-02-11T09:45:40.537868769Z,1.0184326171875
2025-02-11T09:45:41.792295432Z,1.0196533203125
2025-02-11T09:45:42.386050842Z,1.0189208984375
2025-02-11T09:45:44.007920093Z,1.01806640625
2025-02-11T09:45:44.63788455Z,1.0184326171875
2025-02-11T09:45:46.057869825Z,1.01708984375
2025-02-11T09:45:46.765981562Z,1.0919189453125
2025-02-11T09:45:48.12827864Z,1.017822265625
2025-02-11T09:45:49.147847254Z,1.019775390625
2025-02-11T09:45:50.066164543Z,1.01953125
2025-02-11T09:45:51.377918665Z,1.017578125
2025-02-11T09:45:52.237950638Z,1.0172119140625
2025-02-11T09:45:53.638073084Z,1.01806640625
2025-02-11T09:45:54.258295636Z,1.01708984375
2025-02-11T09:45:55.928747079Z,1.0198974609375
2025-02-11T09:45:56.925956526Z,1.02294921875
2025-02-11T09:45:57.518019447Z,1.01611328125
2025-02-11T09:45:59.205888938Z,1.020751953125
2025-02-11T09:45:59.584254249Z,1.019287109375
2025-02-11T09:46:01.223951219Z,1.0194091796875
2025-02-11T09:46:01.855674037Z,1.0179443359375
2025-02-11T09:46:03.253953283Z,1.0191650390625
2025-02-11T09:46:04.344074909Z,1.0216064453125
2025-02-11T09:46:04.994758712Z,1.021728515625
2025-02-11T09:46:06.392467452Z,1.017333984375
2025-02-11T09:46:07.665538933Z,1.0194091796875
2025-02-11T09:46:08.429687262Z,1.018310546875
2025-02-11T09:46:09.630403596Z,1.020751953125
2025-02-11T09:46:10.841025596Z,1.0242919921875
2025-02-11T09:46:11.980856377Z,1.0205078125
2025-02-11T09:46:12.480350242Z,1.01953125
2025-02-11T09:46:13.930712681Z,1.0185546875
2025-02-11T09:46:15.136118305Z,1.019775390625
2025-02-11T09:46:16.470740086Z,1.0191650390625
2025-02-11T09:46:16.990754624Z,1.01904296875
2025-02-11T09:46:18.220735996Z,1.0169677734375
2025-02-11T09:46:19.231083423Z,1.0196533203125
2025-02-11T09:46:20.250889021Z,1.0174560546875
2025-02-11T09:46:21.490815547Z,1.01904296875
2025-02-11T09:46:22.720868344Z,1.0194091796875
2025-02-11T09:46:23.340275647Z,1.02001953125
2025-02-11T09:46:24.551910386Z,1.021484375
2025-02-11T09:46:26.00099755Z,1.020263671875
2025-02-11T09:46:26.621753007Z,1.0185546875
2025-02-11T09:46:28.260955572Z,1.0194091796875
2025-02-11T09:46:28.860643028Z,1.02001953125
2025-02-11T09:46:30.141150849Z,1.0267333984375
2025-02-11T09:46:31.120112846Z,1.0194091796875
2025-02-11T09:46:32.350983601Z,1.01953125
2025-02-11T09:46:32.960386806Z,1.017578125
2025-02-11T09:46:34.710873435Z,1.020263671875
2025-02-11T09:46:35.220151508Z,1.021240234375
2025-02-11T09:46:36.841134243Z,1.02099609375
2025-02-11T09:46:37.480004748Z,1.0198974609375
2025-02-11T09:46:38.681143563Z,1.02001953125
2025-02-11T09:46:39.920957925Z,1.0196533203125
2025-02-11T09:46:40.94083465Z,1.0142822265625
2025-02-11T09:46:41.960805892Z,1.0213623046875
2025-02-11T09:46:42.61156915Z,1.0181884765625
2025-02-11T09:46:44.210950919Z,1.0174560546875
2025-02-11T09:46:44.831799208Z,1.01953125
2025-02-11T09:46:46.490790341Z,1.01904296875
2025-02-11T09:46:47.107960335Z,1.01806640625
2025-02-11T09:46:48.310833695Z,1.01904296875
2025-02-11T09:46:49.600968966Z,1.0206298828125
2025-02-11T09:46:50.191763035Z,1.0201416015625
2025-02-11T09:46:51.61099797Z,1.0203857421875
2025-02-11T09:46:52.287056004Z,1.019775390625
2025-02-11T09:46:53.639886843Z,1.0198974609375
2025-02-11T09:46:54.747983908Z,1.0203857421875
2025-02-11T09:46:55.913087083Z,1.0189208984375
2025-02-11T09:46:56.987851865Z,1.0184326171875
2025-02-11T09:46:57.948748866Z,1.0201416015625
2025-02-11T09:46:59.20025766Z,1.010986328125
2025-02-11T09:47:00.189372245Z,1.0185546875
2025-02-11T09:47:01.029292755Z,1.0179443359375
2025-02-11T09:47:02.250942309Z,1.0186767578125
2025-02-11T09:47:03.476319356Z,1.018798828125
2025-02-11T09:47:04.515846442Z,1.018798828125
2025-02-11T09:47:05.51078041Z,1.01708984375
2025-02-11T09:47:06.565045913Z,1.02001953125
2025-02-11T09:47:07.771572158Z,1.0198974609375
2025-02-11T09:47:08.790957614Z,1.0196533203125
2025-02-11T09:47:09.94098876Z,1.0147705078125
2025-02-11T09:47:10.630904326Z,0.979248046875
2025-02-11T09:47:12.070829858Z,0.9981689453125
2025-02-11T09:47:13.100965707Z,1.017578125
2025-02-11T09:47:14.340936521Z,1.0191650390625
2025-02-11T09:47:15.341044295Z,1.015625
2025-02-11T09:47:16.170845532Z,1.0147705078125
2025-02-11T09:47:17.441200659Z,1.015380859375
2025-02-11T09:47:18.115962242Z,1.015869140625
2025-02-11T09:47:19.451365084Z,1.0137939453125
2025-02-11T09:47:20.71306135Z,1.0145263671875
2025-02-11T09:47:21.682119113Z,1.017822265625
2025-02-11T09:47:22.733080798Z,1.0130615234375
2025-02-11T09:47:23.741794921Z,1.0167236328125
2025-02-11T09:47:24.971904532Z,1.0145263671875
2025-02-11T09:47:26.201931179Z,1.0091552734375
2025-02-11T09:47:27.071102304Z,1.0145263671875
2025-02-11T09:47:28.041777313Z,1.0166015625
2025-02-11T09:47:29.280010208Z,1.0169677734375
2025-02-11T09:47:30.322547369Z,1.01025390625
2025-02-11T09:47:31.142969093Z,1.016845703125
2025-02-11T09:47:32.871583203Z,1.0167236328125
2025-02-11T09:47:33.17906271Z,1.0181884765625
2025-02-11T09:47:34.602919443Z,1.016357421875
2025-02-11T09:47:35.662020763Z,1.0155029296875
2025-02-11T09:47:36.851112713Z,1.015625
2025-02-11T09:47:38.101676597Z,1.0164794921875
2025-02-11T09:47:38.892749445Z,1.0172119140625
2025-02-11T09:47:41.251725942Z,1.0130615234375
2025-02-11T09:47:41.253198659Z,1.0159912109375
2025-02-11T09:47:42.451941312Z,1.0159912109375
2025-02-11T09:47:43.031882157Z,1.0145263671875
2025-02-11T09:47:44.011996578Z,1.029541015625
2025-02-11T09:47:45.461961103Z,1.0185546875
2025-02-11T09:47:48.791318023Z,1.018310546875
2025-02-11T09:47:48.792660498Z,1.020751953125
2025-02-11T09:47:48.794339478Z,1.0228271484375
2025-02-11T09:47:50.57103187Z,1.022216796875
2025-02-11T09:47:50.572898752Z,1.0185546875
2025-02-11T09:47:52.211910841Z,1.0185546875
2025-02-11T09:47:52.643955938Z,1.022216796875
2025-02-11T09:47:54.302014824Z,1.0194091796875
2025-02-11T09:47:54.690871876Z,1.01806640625
2025-02-11T09:47:56.312472195Z,1.0206298828125
2025-02-11T09:47:57.332187388Z,1.01953125
2025-02-11T09:47:57.972529262Z,1.01953125
2025-02-11T09:47:59.582336123Z,1.01904296875
2025-02-11T09:48:00.098974159Z,1.01806640625
2025-02-11T09:48:01.231765161Z,1.0179443359375
2025-02-11T09:48:02.740048168Z,1.017822265625
2025-02-11T09:48:03.498966237Z,1.0194091796875
2025-02-11T09:48:04.901803417Z,1.0196533203125
2025-02-11T09:48:05.940470397Z,1.01806640625
2025-02-11T09:48:06.570765167Z,1.0185546875
2025-02-11T09:48:07.983084123Z,1.018798828125
2025-02-11T09:48:08.631134453Z,1.01953125
2025-02-11T09:48:10.022137741Z,1.0177001953125
2025-02-11T09:48:11.502188787Z,1.0194091796875
2025-02-11T09:48:12.091227081Z,1.0198974609375
2025-02-11T09:48:13.301791541Z,1.017333984375
2025-02-11T09:48:14.743797852Z,1.016845703125
2025-02-11T09:48:15.151190343Z,1.01611328125
2025-02-11T09:48:16.583620815Z,1.016357421875
2025-02-11T09:48:17.822787176Z,1.020263671875
2025-02-11T09:48:18.350844282Z,1.017578125
2025-02-11T09:48:19.872624069Z,1.0191650390625
2025-02-11T09:48:20.942365661Z,1.0191650390625
2025-02-11T09:48:22.331954268Z,1.014892578125
2025-02-11T09:58:02.115515373Z,1.017822265625
2025-02-11T09:58:03.335597951Z,1.021240234375
2025-02-11T09:58:04.405573362Z,1.0264892578125
2025-02-11T09:58:05.023761495Z,1.020751953125
